00000	0000	0000	0000	0000	0000	0000	0000	0000	
00001	0000	0000	0000	0000	0000	0000	0000	0000	
00002	0000	0001	0000	0000	0000	0000	0000	0000	
00003	0000	0001	0000	0000	0000	0000	0000	0000	
00004	0000	0838	0000	0000	0000	0000	0000	0000	
00005	0000	0094	0000	0000	0000	0000	0000	0000	
00006	0000	0012	0000	0000	0000	0000	0000	0000	
00007	0000	0046	0000	0000	0000	0000	0000	0000	
00008	0000	0003	0000	0000	0000	0000	0000	0000	
00009	0000	0000	0000	0000	0000	0000	0000	0000	
00010	0000	0000	0000	0000	0000	0000	0000	0000	
00011	0000	0000	0000	0000	0000	0000	0000	0000	
00012	0000	0000	0000	0000	0000	0000	0000	0000	
00013	0000	0000	0000	0000	0000	0000	0000	0000	
00014	0000	0000	0000	0000	0000	0000	0000	0000	
00015	0000	0000	0000	0000	0000	0000	0000	0000	
00016	0000	0000	0000	0000	0000	0000	0000	0000	
00017	0000	0000	0000	0000	0000	0000	0000	0000	
00018	0000	0000	0000	0000	0000	0000	0000	0000	
00019	0000	0000	0000	0000	0000	0000	0000	0000	
00020	0000	0000	0000	0000	0000	0000	0000	0000	
00021	0000	0000	0000	0000	0000	0000	0000	0000	
00022	0000	0000	0000	0000	0000	0000	0000	0000	
00023	0000	0000	0000	0000	0000	0000	0000	0000	
00024	0000	0000	0000	0000	0000	0000	0000	0000	
00025	0000	0000	0000	0000	0000	0000	0000	0000	
00026	0000	0000	0000	0000	0000	0000	0000	0000	
00027	0000	0000	0000	0000	0000	0000	0000	0000	
00028	0000	0000	0000	0000	0000	0000	0000	0000	
00029	0000	0000	0000	0000	0000	0000	0000	0000	
00030	0000	0000	0000	0000	0000	0000	0000	0000	
00031	0000	0000	0000	0000	0000	0000	0000	0000	
00032	0000	0000	0000	0000	0000	0000	0000	0000	
00033	0000	0000	0000	0000	0000	0000	0000	0000	
00034	0000	0000	0000	0000	0000	0000	0000	0000	
00035	0000	0000	0000	0000	0000	0000	0000	0000	
00036	0000	0000	0000	0000	0000	0000	0000	0000	
00037	0000	0000	0000	0000	0000	0000	0000	0000	
00038	0000	0000	0000	0000	0000	0000	0000	0000	
00039	0000	0000	0000	0000	0000	0000	0000	0000	
00040	0000	0000	0000	0000	0000	0000	0000	0000	
00041	0000	0000	0000	0000	0000	0000	0000	0000	
00042	0000	0000	0000	0000	0000	0000	0000	0000	
00043	0000	0000	0000	0000	0000	0000	0000	0000	
00044	0000	0000	0000	0000	0000	0000	0000	0000	
00045	0000	0000	0000	0000	0000	0000	0000	0000	
00046	0000	0000	0000	0000	0000	0000	0000	0000	
00047	0000	0000	0000	0000	0000	0000	0000	0000	
00048	0000	0000	0000	0000	0000	0000	0000	0000	
00049	0000	0000	0000	0000	0000	0000	0000	0000	
00050	0000	0000	0000	0000	0000	0000	0000	0000	
00051	0000	0000	0000	0000	0000	0000	0000	0000	
00052	0000	0000	0000	0000	0000	0000	0000	0000	
00053	0000	0000	0000	0000	0000	0000	0000	0000	
00054	0000	0000	0000	0000	0000	0000	0000	0000	
00055	0000	0000	0000	0000	0000	0000	0000	0000	
00056	0000	0000	0000	0000	0000	0000	0000	0000	
00057	0000	0000	0000	0000	0000	0000	0000	0000	
00058	0000	0000	0000	0000	0000	0000	0000	0000	
00059	0000	0000	0000	0000	0000	0000	0000	0000	
00060	0000	0000	0000	0000	0000	0000	0000	0000	
00061	0000	0000	0000	0000	0000	0000	0000	0000	
00062	0000	0000	0000	0000	0000	0000	0000	0000	
00063	0000	0000	0000	0000	0000	0000	0000	0000	
00064	0000	0000	0000	0000	0000	0000	0000	0000	
00065	0000	0000	0000	0000	0000	0000	0000	0000	
00066	0000	0000	0000	0000	0000	0000	0000	0000	
00067	0000	0000	0000	0000	0000	0000	0000	0000	
00068	0000	0000	0000	0000	0000	0000	0000	0000	
00069	0000	0000	0000	0000	0000	0000	0000	0000	
00070	0000	0000	0000	0000	0000	0000	0000	0000	
00071	0000	0000	0000	0000	0000	0000	0000	0000	
00072	0000	0000	0000	0000	0000	0000	0000	0000	
00073	0000	0000	0000	0000	0000	0000	0000	0000	
00074	0000	0000	0000	0000	0000	0000	0000	0000	
00075	0000	0000	0000	0000	0000	0000	0000	0000	
00076	0000	0000	0000	0000	0000	0000	0000	0000	
00077	0000	0000	0000	0000	0000	0000	0000	0000	
00078	0000	0000	0000	0000	0000	0000	0000	0000	
00079	0000	0000	0000	0000	0000	0000	0000	0000	
00080	0000	0000	0000	0000	0000	0000	0000	0000	
00081	0000	0000	0000	0000	0000	0000	0000	0000	
00082	0000	0000	0000	0000	0000	0000	0000	0000	
00083	0000	0000	0000	0000	0000	0000	0000	0000	
00084	0000	0000	0000	0000	0000	0000	0000	0000	
00085	0000	0000	0000	0000	0000	0000	0000	0000	
00086	0000	0000	0000	0000	0000	0000	0000	0000	
00087	0000	0000	0000	0000	0000	0000	0000	0000	
00088	0000	0000	0000	0000	0000	0000	0000	0000	
00089	0000	0000	0000	0000	0000	0000	0000	0000	
00090	0000	0000	0000	0000	0000	0000	0000	0000	
00091	0000	0000	0000	0000	0000	0000	0000	0000	
00092	0000	0000	0000	0000	0000	0000	0000	0000	
00093	0000	0000	0000	0000	0000	0000	0000	0000	
00094	0000	0000	0000	0000	0000	0000	0000	0000	
00095	0000	0000	0000	0000	0000	0000	0000	0000	
00096	0000	0000	0000	0000	0000	0000	0000	0000	
00097	0000	0000	0000	0000	0000	0000	0000	0000	
00098	0000	0000	0000	0000	0000	0000	0000	0000	
00099	0000	0000	0000	0000	0000	0000	0000	0000	
